Resonance Peak Shift (nm),Concentration (uM),Dissociation Constant (uM^-1),,,,,
3.253253253,0.002120951,0.016,-3.253253253,907.007007,0.002120951,0.011,903.7537538
3.753753754,0.002559548,0.016,-3.753753754,909.009009,0.002559548,0.011,905.2552553
4.254254254,0.003088844,0.016,-4.254254254,911.3113113,0.003088844,0.011,907.0570571
4.704704705,0.003727594,0.016,-4.704704705,913.7137137,0.003727594,0.011,909.009009
5.155155155,0.004498433,0.016,-5.155155155,916.4164164,0.004498433,0.011,911.2612613
5.555555556,0.005428675,0.016,-5.555555556,919.2192192,0.005428675,0.011,913.6636637
5.855855856,0.006551286,0.016,-5.855855856,922.2222222,0.006551286,0.011,916.3663664
6.006006006,0.007906043,0.016,-6.006006006,925.2252252,0.007906043,0.011,919.2192192
6.106106106,0.009540955,0.016,-6.106106106,928.3283283,0.009540955,0.011,922.2222222
6.106106106,0.011513954,0.016,-6.106106106,931.3313313,0.011513954,0.011,925.2252252
5.955955956,0.013894955,0.016,-5.955955956,934.3343343,0.013894955,0.011,928.3783784
5.755755756,0.016768329,0.016,-5.755755756,937.1371371,0.016768329,0.011,931.3813814
5.355355355,0.020235896,0.016,-5.355355355,939.7397397,0.020235896,0.011,934.3843844
5.055055055,0.024420531,0.016,-5.055055055,942.1421421,0.024420531,0.011,937.0870871
4.554554555,0.029470517,0.016,-4.554554555,944.3443443,0.029470517,0.011,939.7897898
4.154154154,0.035564803,0.016,-4.154154154,946.3463463,0.035564803,0.011,942.1921922
3.603603604,0.042919343,0.016,-3.603603604,948.048048,0.042919343,0.011,944.4444444
3.153153153,0.051794747,0.016,-3.153153153,949.5495495,0.051794747,0.011,946.3963964
2.802802803,0.062505519,0.016,-2.802802803,950.8508509,0.062505519,0.011,948.048048
2.502502503,0.075431201,0.016,-2.502502503,952.0520521,0.075431201,0.011,949.5495495
2.052052052,0.091029818,0.016,-2.052052052,952.952953,0.091029818,0.011,950.9009009
1.801801802,0.109854114,0.016,-1.801801802,953.7537538,0.109854114,0.011,951.951952
1.451451451,0.132571137,0.016,-1.451451451,954.4544545,0.132571137,0.011,953.003003
1.301301301,0.159985872,0.016,-1.301301301,955.0550551,0.159985872,0.011,953.7537538
1.051051051,0.193069773,0.016,-1.051051051,955.5555556,0.193069773,0.011,954.5045045
0.850850851,0.232995181,0.016,-0.850850851,955.955956,0.232995181,0.011,955.1051051
0.800800801,0.28117687,0.016,-0.800800801,956.3563564,0.28117687,0.011,955.5555556
0.550550551,0.339322177,0.016,-0.550550551,956.5565566,0.339322177,0.011,956.006006
0.550550551,0.409491506,0.016,-0.550550551,956.8568569,0.409491506,0.011,956.3063063
0.45045045,0.494171336,0.016,-0.45045045,957.0570571,0.494171336,0.011,956.6066066
0.35035035,0.596362332,0.016,-0.35035035,957.2572573,0.596362332,0.011,956.9069069
0.3003003,0.719685673,0.016,-0.3003003,957.3573574,0.719685673,0.011,957.0570571
0.25025025,0.868511374,0.016,-0.25025025,957.4574575,0.868511374,0.011,957.2072072
0.2002002,1.048113134,0.016,-0.2002002,957.5575576,1.048113134,0.011,957.3573574
0.15015015,1.264855217,0.016,-0.15015015,957.6576577,1.264855217,0.011,957.5075075
0.25025025,1.526417967,0.016,-0.25025025,957.7577578,1.526417967,0.011,957.5075075
0.1001001,1.842069969,0.016,-0.1001001,957.7577578,1.842069969,0.011,957.6576577
0.2002002,2.222996483,0.016,-0.2002002,957.8578579,2.222996483,0.011,957.6576577
0.05005005,2.682695795,0.016,-0.05005005,957.8578579,2.682695795,0.011,957.8078078
0.05005005,3.237457543,0.016,-0.05005005,957.8578579,3.237457543,0.011,957.8078078
0.05005005,3.906939937,0.016,-0.05005005,957.8578579,3.906939937,0.011,957.8078078
0.15015015,4.714866363,0.016,-0.15015015,957.957958,4.714866363,0.011,957.8078078
0,5.689866029,0.016,0,957.957958,5.689866029,0.011,957.957958
0,6.86648845,0.016,0,957.957958,6.86648845,0.011,957.957958
0,8.286427729,0.016,0,957.957958,8.286427729,0.011,957.957958
0,10,0.016,0,957.957958,10,0.011,957.957958
2.102102102,0.001,0.017,-2.102102102,901.2012012,0.001,0.011,899.0990991
2.552552553,0.001206793,0.017,-2.552552553,902.4024024,0.001206793,0.011,899.8498498
2.802802803,0.001456348,0.017,-2.802802803,903.7037037,0.001456348,0.011,900.9009009
3.353353353,0.001757511,0.017,-3.353353353,905.3053053,0.001757511,0.011,901.951952
3.703703704,0.002120951,0.017,-3.703703704,907.007007,0.002120951,0.011,903.3033033
4.204204204,0.002559548,0.017,-4.204204204,909.009009,0.002559548,0.011,904.8048048
4.854854855,0.003088844,0.017,-4.854854855,911.3113113,0.003088844,0.011,906.4564565
5.305305305,0.003727594,0.017,-5.305305305,913.7137137,0.003727594,0.011,908.4084084
5.905905906,0.004498433,0.017,-5.905905906,916.4164164,0.004498433,0.011,910.5105105
6.306306306,0.005428675,0.017,-6.306306306,919.2192192,0.005428675,0.011,912.9129129
6.756756757,0.006551286,0.017,-6.756756757,922.2222222,0.006551286,0.011,915.4654655
6.906906907,0.007906043,0.017,-6.906906907,925.2252252,0.007906043,0.011,918.3183183
7.157157157,0.009540955,0.017,-7.157157157,928.3283283,0.009540955,0.011,921.1711712
7.007007007,0.011513954,0.017,-7.007007007,931.3313313,0.011513954,0.011,924.3243243
7.007007007,0.013894955,0.017,-7.007007007,934.3343343,0.013894955,0.011,927.3273273
6.656656657,0.016768329,0.017,-6.656656657,937.1371371,0.016768329,0.011,930.4804805
6.256256256,0.020235896,0.017,-6.256256256,939.7397397,0.020235896,0.011,933.4834835
5.805805806,0.024420531,0.017,-5.805805806,942.1421421,0.024420531,0.011,936.3363363
5.455455455,0.029470517,0.017,-5.455455455,944.3443443,0.029470517,0.011,938.8888889
4.904904905,0.035564803,0.017,-4.904904905,946.3463463,0.035564803,0.011,941.4414414
4.354354354,0.042919343,0.017,-4.354354354,948.048048,0.042919343,0.011,943.6936937
3.753753754,0.051794747,0.017,-3.753753754,949.5495495,0.051794747,0.011,945.7957958
3.253253253,0.062505519,0.017,-3.253253253,950.8508509,0.062505519,0.011,947.5975976
2.952952953,0.075431201,0.017,-2.952952953,952.0520521,0.075431201,0.011,949.0990991
2.502502503,0.091029818,0.017,-2.502502503,952.952953,0.091029818,0.011,950.4504505
2.102102102,0.109854114,0.017,-2.102102102,953.7537538,0.109854114,0.011,951.6516517
1.751751752,0.132571137,0.017,-1.751751752,954.4544545,0.132571137,0.011,952.7027027
1.451451451,0.159985872,0.017,-1.451451451,955.0550551,0.159985872,0.011,953.6036036
1.351351351,0.193069773,0.017,-1.351351351,955.5555556,0.193069773,0.011,954.2042042
1.001001001,0.232995181,0.017,-1.001001001,955.955956,0.232995181,0.011,954.954955
0.950950951,0.28117687,0.017,-0.950950951,956.3563564,0.28117687,0.011,955.4054054
0.700700701,0.339322177,0.017,-0.700700701,956.5565566,0.339322177,0.011,955.8558559
0.700700701,0.409491506,0.017,-0.700700701,956.8568569,0.409491506,0.011,956.1561562
0.600600601,0.494171336,0.017,-0.600600601,957.0570571,0.494171336,0.011,956.4564565
0.500500501,0.596362332,0.017,-0.500500501,957.2572573,0.596362332,0.011,956.7567568
0.3003003,0.719685673,0.017,-0.3003003,957.3573574,0.719685673,0.011,957.0570571
0.25025025,0.868511374,0.017,-0.25025025,957.4574575,0.868511374,0.011,957.2072072
0.2002002,1.048113134,0.017,-0.2002002,957.5575576,1.048113134,0.011,957.3573574
0.15015015,1.264855217,0.017,-0.15015015,957.6576577,1.264855217,0.011,957.5075075
0.25025025,1.526417967,0.017,-0.25025025,957.7577578,1.526417967,0.011,957.5075075
0.1001001,1.842069969,0.017,-0.1001001,957.7577578,1.842069969,0.011,957.6576577
0.2002002,2.222996483,0.017,-0.2002002,957.8578579,2.222996483,0.011,957.6576577
0.05005005,2.682695795,0.017,-0.05005005,957.8578579,2.682695795,0.011,957.8078078
0.05005005,3.237457543,0.017,-0.05005005,957.8578579,3.237457543,0.011,957.8078078
0.05005005,3.906939937,0.017,-0.05005005,957.8578579,3.906939937,0.011,957.8078078
0.15015015,4.714866363,0.017,-0.15015015,957.957958,4.714866363,0.011,957.8078078
0,5.689866029,0.017,0,957.957958,5.689866029,0.011,957.957958
0,6.86648845,0.017,0,957.957958,6.86648845,0.011,957.957958
0,8.286427729,0.017,0,957.957958,8.286427729,0.011,957.957958
0,10,0.017,0,957.957958,10,0.011,957.957958
2.402402402,0.001,0.018,-2.402402402,901.2012012,0.001,0.011,898.7987988
2.702702703,0.001206793,0.018,-2.702702703,902.4024024,0.001206793,0.011,899.6996997
3.103103103,0.001456348,0.018,-3.103103103,903.7037037,0.001456348,0.011,900.6006006
3.653653654,0.001757511,0.018,-3.653653654,905.3053053,0.001757511,0.011,901.6516517
4.154154154,0.002120951,0.018,-4.154154154,907.007007,0.002120951,0.011,902.8528529
4.804804805,0.002559548,0.018,-4.804804805,909.009009,0.002559548,0.011,904.2042042
5.455455455,0.003088844,0.018,-5.455455455,911.3113113,0.003088844,0.011,905.8558559
5.905905906,0.003727594,0.018,-5.905905906,913.7137137,0.003727594,0.011,907.8078078
6.506506507,0.004498433,0.018,-6.506506507,916.4164164,0.004498433,0.011,909.9099099
7.057057057,0.005428675,0.018,-7.057057057,919.2192192,0.005428675,0.011,912.1621622
7.507507508,0.006551286,0.018,-7.507507508,922.2222222,0.006551286,0.011,914.7147147
7.807807808,0.007906043,0.018,-7.807807808,925.2252252,0.007906043,0.011,917.4174174
8.058058058,0.009540955,0.018,-8.058058058,928.3283283,0.009540955,0.011,920.2702703
8.058058058,0.011513954,0.018,-8.058058058,931.3313313,0.011513954,0.011,923.2732733
7.907907908,0.013894955,0.018,-7.907907908,934.3343343,0.013894955,0.011,926.4264264
7.707707708,0.016768329,0.018,-7.707707708,937.1371371,0.016768329,0.011,929.4294294
7.157157157,0.020235896,0.018,-7.157157157,939.7397397,0.020235896,0.011,932.5825826
6.706706707,0.024420531,0.018,-6.706706707,942.1421421,0.024420531,0.011,935.4354354
6.206206206,0.029470517,0.018,-6.206206206,944.3443443,0.029470517,0.011,938.1381381
5.655655656,0.035564803,0.018,-5.655655656,946.3463463,0.035564803,0.011,940.6906907
4.954954955,0.042919343,0.018,-4.954954955,948.048048,0.042919343,0.011,943.0930931
4.354354354,0.051794747,0.018,-4.354354354,949.5495495,0.051794747,0.011,945.1951952
3.853853854,0.062505519,0.018,-3.853853854,950.8508509,0.062505519,0.011,946.996997
3.403403403,0.075431201,0.018,-3.403403403,952.0520521,0.075431201,0.011,948.6486486
2.802802803,0.091029818,0.018,-2.802802803,952.952953,0.091029818,0.011,950.1501502
2.402402402,0.109854114,0.018,-2.402402402,953.7537538,0.109854114,0.011,951.3513514
2.052052052,0.132571137,0.018,-2.052052052,954.4544545,0.132571137,0.011,952.4024024
1.751751752,0.159985872,0.018,-1.751751752,955.0550551,0.159985872,0.011,953.3033033
1.501501502,0.193069773,0.018,-1.501501502,955.5555556,0.193069773,0.011,954.0540541
1.301301301,0.232995181,0.018,-1.301301301,955.955956,0.232995181,0.011,954.6546547
1.101101101,0.28117687,0.018,-1.101101101,956.3563564,0.28117687,0.011,955.2552553
0.850850851,0.339322177,0.018,-0.850850851,956.5565566,0.339322177,0.011,955.7057057
0.700700701,0.409491506,0.018,-0.700700701,956.8568569,0.409491506,0.011,956.1561562
0.600600601,0.494171336,0.018,-0.600600601,957.0570571,0.494171336,0.011,956.4564565
0.500500501,0.596362332,0.018,-0.500500501,957.2572573,0.596362332,0.011,956.7567568
0.45045045,0.719685673,0.018,-0.45045045,957.3573574,0.719685673,0.011,956.9069069
0.4004004,0.868511374,0.018,-0.4004004,957.4574575,0.868511374,0.011,957.0570571
0.35035035,1.048113134,0.018,-0.35035035,957.5575576,1.048113134,0.011,957.2072072
0.3003003,1.264855217,0.018,-0.3003003,957.6576577,1.264855217,0.011,957.3573574
0.25025025,1.526417967,0.018,-0.25025025,957.7577578,1.526417967,0.011,957.5075075
0.1001001,1.842069969,0.018,-0.1001001,957.7577578,1.842069969,0.011,957.6576577
0.2002002,2.222996483,0.018,-0.2002002,957.8578579,2.222996483,0.011,957.6576577
0.2002002,2.682695795,0.018,-0.2002002,957.8578579,2.682695795,0.011,957.6576577
0.05005005,3.237457543,0.018,-0.05005005,957.8578579,3.237457543,0.011,957.8078078
0.05005005,3.906939937,0.018,-0.05005005,957.8578579,3.906939937,0.011,957.8078078
0.15015015,4.714866363,0.018,-0.15015015,957.957958,4.714866363,0.011,957.8078078
0,5.689866029,0.018,0,957.957958,5.689866029,0.011,957.957958
0,6.86648845,0.018,0,957.957958,6.86648845,0.011,957.957958
0,8.286427729,0.018,0,957.957958,8.286427729,0.011,957.957958
0,10,0.018,0,957.957958,10,0.011,957.957958
2.552552553,0.001,0.019,-2.552552553,901.2012012,0.001,0.011,898.6486486
3.003003003,0.001206793,0.019,-3.003003003,902.4024024,0.001206793,0.011,899.3993994
3.403403403,0.001456348,0.019,-3.403403403,903.7037037,0.001456348,0.011,900.3003003
3.953953954,0.001757511,0.019,-3.953953954,905.3053053,0.001757511,0.011,901.3513514
4.604604605,0.002120951,0.019,-4.604604605,907.007007,0.002120951,0.011,902.4024024
5.105105105,0.002559548,0.019,-5.105105105,909.009009,0.002559548,0.011,903.9039039
5.905905906,0.003088844,0.019,-5.905905906,911.3113113,0.003088844,0.011,905.4054054
6.506506507,0.003727594,0.019,-6.506506507,913.7137137,0.003727594,0.011,907.2072072
7.257257257,0.004498433,0.019,-7.257257257,916.4164164,0.004498433,0.011,909.1591592
7.807807808,0.005428675,0.019,-7.807807808,919.2192192,0.005428675,0.011,911.4114114
8.258258258,0.006551286,0.019,-8.258258258,922.2222222,0.006551286,0.011,913.963964
8.558558559,0.007906043,0.019,-8.558558559,925.2252252,0.007906043,0.011,916.6666667
8.808808809,0.009540955,0.019,-8.808808809,928.3283283,0.009540955,0.011,919.5195195
8.808808809,0.011513954,0.019,-8.808808809,931.3313313,0.011513954,0.011,922.5225225
8.808808809,0.013894955,0.019,-8.808808809,934.3343343,0.013894955,0.011,925.5255255
8.458458458,0.016768329,0.019,-8.458458458,937.1371371,0.016768329,0.011,928.6786787
8.058058058,0.020235896,0.019,-8.058058058,939.7397397,0.020235896,0.011,931.6816817
7.607607608,0.024420531,0.019,-7.607607608,942.1421421,0.024420531,0.011,934.5345345
6.956956957,0.029470517,0.019,-6.956956957,944.3443443,0.029470517,0.011,937.3873874
6.406406406,0.035564803,0.019,-6.406406406,946.3463463,0.035564803,0.011,939.9399399
5.705705706,0.042919343,0.019,-5.705705706,948.048048,0.042919343,0.011,942.3423423
4.954954955,0.051794747,0.019,-4.954954955,949.5495495,0.051794747,0.011,944.5945946
4.304304304,0.062505519,0.019,-4.304304304,950.8508509,0.062505519,0.011,946.5465465
3.853853854,0.075431201,0.019,-3.853853854,952.0520521,0.075431201,0.011,948.1981982
3.253253253,0.091029818,0.019,-3.253253253,952.952953,0.091029818,0.011,949.6996997
2.702702703,0.109854114,0.019,-2.702702703,953.7537538,0.109854114,0.011,951.0510511
2.352352352,0.132571137,0.019,-2.352352352,954.4544545,0.132571137,0.011,952.1021021
2.052052052,0.159985872,0.019,-2.052052052,955.0550551,0.159985872,0.011,953.003003
1.651651652,0.193069773,0.019,-1.651651652,955.5555556,0.193069773,0.011,953.9039039
1.451451451,0.232995181,0.019,-1.451451451,955.955956,0.232995181,0.011,954.5045045
1.251251251,0.28117687,0.019,-1.251251251,956.3563564,0.28117687,0.011,955.1051051
1.001001001,0.339322177,0.019,-1.001001001,956.5565566,0.339322177,0.011,955.5555556
0.850850851,0.409491506,0.019,-0.850850851,956.8568569,0.409491506,0.011,956.006006
0.750750751,0.494171336,0.019,-0.750750751,957.0570571,0.494171336,0.011,956.3063063
0.650650651,0.596362332,0.019,-0.650650651,957.2572573,0.596362332,0.011,956.6066066
0.45045045,0.719685673,0.019,-0.45045045,957.3573574,0.719685673,0.011,956.9069069
0.4004004,0.868511374,0.019,-0.4004004,957.4574575,0.868511374,0.011,957.0570571
0.35035035,1.048113134,0.019,-0.35035035,957.5575576,1.048113134,0.011,957.2072072
0.3003003,1.264855217,0.019,-0.3003003,957.6576577,1.264855217,0.011,957.3573574
0.25025025,1.526417967,0.019,-0.25025025,957.7577578,1.526417967,0.011,957.5075075
0.25025025,1.842069969,0.019,-0.25025025,957.7577578,1.842069969,0.011,957.5075075
0.2002002,2.222996483,0.019,-0.2002002,957.8578579,2.222996483,0.011,957.6576577
0.2002002,2.682695795,0.019,-0.2002002,957.8578579,2.682695795,0.011,957.6576577
0.05005005,3.237457543,0.019,-0.05005005,957.8578579,3.237457543,0.011,957.8078078
0.05005005,3.906939937,0.019,-0.05005005,957.8578579,3.906939937,0.011,957.8078078
0.15015015,4.714866363,0.019,-0.15015015,957.957958,4.714866363,0.011,957.8078078
0.15015015,5.689866029,0.019,-0.15015015,957.957958,5.689866029,0.011,957.8078078
0,6.86648845,0.019,0,957.957958,6.86648845,0.011,957.957958
0,8.286427729,0.019,0,957.957958,8.286427729,0.011,957.957958
0,10,0.019,0,957.957958,10,0.011,957.957958
2.702702703,0.001,0.02,-2.702702703,901.2012012,0.001,0.011,898.4984985
3.153153153,0.001206793,0.02,-3.153153153,902.4024024,0.001206793,0.011,899.2492492
3.703703704,0.001456348,0.02,-3.703703704,903.7037037,0.001456348,0.011,900
4.254254254,0.001757511,0.02,-4.254254254,905.3053053,0.001757511,0.011,901.0510511
4.904904905,0.002120951,0.02,-4.904904905,907.007007,0.002120951,0.011,902.1021021
5.555555556,0.002559548,0.02,-5.555555556,909.009009,0.002559548,0.011,903.4534535
6.356356356,0.003088844,0.02,-6.356356356,911.3113113,0.003088844,0.011,904.954955
6.956956957,0.003727594,0.02,-6.956956957,913.7137137,0.003727594,0.011,906.7567568
7.707707708,0.004498433,0.02,-7.707707708,916.4164164,0.004498433,0.011,908.7087087
8.408408408,0.005428675,0.02,-8.408408408,919.2192192,0.005428675,0.011,910.8108108
9.009009009,0.006551286,0.02,-9.009009009,922.2222222,0.006551286,0.011,913.2132132
9.309309309,0.007906043,0.02,-9.309309309,925.2252252,0.007906043,0.011,915.9159159
9.55955956,0.009540955,0.02,-9.55955956,928.3283283,0.009540955,0.011,918.7687688
9.70970971,0.011513954,0.02,-9.70970971,931.3313313,0.011513954,0.011,921.6216216
9.70970971,0.013894955,0.02,-9.70970971,934.3343343,0.013894955,0.011,924.6246246
9.359359359,0.016768329,0.02,-9.359359359,937.1371371,0.016768329,0.011,927.7777778
8.958958959,0.020235896,0.02,-8.958958959,939.7397397,0.020235896,0.011,930.7807808
8.358358358,0.024420531,0.02,-8.358358358,942.1421421,0.024420531,0.011,933.7837838
7.707707708,0.029470517,0.02,-7.707707708,944.3443443,0.029470517,0.011,936.6366366
7.007007007,0.035564803,0.02,-7.007007007,946.3463463,0.035564803,0.011,939.3393393
6.306306306,0.042919343,0.02,-6.306306306,948.048048,0.042919343,0.011,941.7417417
5.555555556,0.051794747,0.02,-5.555555556,949.5495495,0.051794747,0.011,943.993994
4.904904905,0.062505519,0.02,-4.904904905,950.8508509,0.062505519,0.011,945.9459459
4.304304304,0.075431201,0.02,-4.304304304,952.0520521,0.075431201,0.011,947.7477477
3.703703704,0.091029818,0.02,-3.703703704,952.952953,0.091029818,0.011,949.2492492
3.153153153,0.109854114,0.02,-3.153153153,953.7537538,0.109854114,0.011,950.6006006
2.652652653,0.132571137,0.02,-2.652652653,954.4544545,0.132571137,0.011,951.8018018
2.202202202,0.159985872,0.02,-2.202202202,955.0550551,0.159985872,0.011,952.8528529
1.951951952,0.193069773,0.02,-1.951951952,955.5555556,0.193069773,0.011,953.6036036
1.601601602,0.232995181,0.02,-1.601601602,955.955956,0.232995181,0.011,954.3543544
1.401401401,0.28117687,0.02,-1.401401401,956.3563564,0.28117687,0.011,954.954955
1.151151151,0.339322177,0.02,-1.151151151,956.5565566,0.339322177,0.011,955.4054054
1.001001001,0.409491506,0.02,-1.001001001,956.8568569,0.409491506,0.011,955.8558559
0.750750751,0.494171336,0.02,-0.750750751,957.0570571,0.494171336,0.011,956.3063063
0.650650651,0.596362332,0.02,-0.650650651,957.2572573,0.596362332,0.011,956.6066066
0.600600601,0.719685673,0.02,-0.600600601,957.3573574,0.719685673,0.011,956.7567568
0.4004004,0.868511374,0.02,-0.4004004,957.4574575,0.868511374,0.011,957.0570571
0.35035035,1.048113134,0.02,-0.35035035,957.5575576,1.048113134,0.011,957.2072072
0.3003003,1.264855217,0.02,-0.3003003,957.6576577,1.264855217,0.011,957.3573574
0.25025025,1.526417967,0.02,-0.25025025,957.7577578,1.526417967,0.011,957.5075075
0.25025025,1.842069969,0.02,-0.25025025,957.7577578,1.842069969,0.011,957.5075075
0.2002002,2.222996483,0.02,-0.2002002,957.8578579,2.222996483,0.011,957.6576577
0.2002002,2.682695795,0.02,-0.2002002,957.8578579,2.682695795,0.011,957.6576577
0.05005005,3.237457543,0.02,-0.05005005,957.8578579,3.237457543,0.011,957.8078078
0.05005005,3.906939937,0.02,-0.05005005,957.8578579,3.906939937,0.011,957.8078078
0.15015015,4.714866363,0.02,-0.15015015,957.957958,4.714866363,0.011,957.8078078
0.15015015,5.689866029,0.02,-0.15015015,957.957958,5.689866029,0.011,957.8078078
0,6.86648845,0.02,0,957.957958,6.86648845,0.011,957.957958
0,8.286427729,0.02,0,957.957958,8.286427729,0.011,957.957958
0,10,0.02,0,957.957958,10,0.011,957.957958
